source_id;listing_url;image_url;RoomType;Luxury;Brightness;Condition;image_name;image_path;default_image;room_type;scoring_dict
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0028.jpg;kitchen;yes;no;new;20332918_dd39d4724e.jpg;raw_data/suumo_images/20332918/20332918_dd39d4724e.jpg;1;bedroom;{'luxury': 0.29296875, 'brightness': 0.203125, 'condition': 0.5625}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0032.jpg;bedroom;yes;no;new;20332918_7965bac3ea.jpg;raw_data/suumo_images/20332918/20332918_7965bac3ea.jpg;1;bedroom;{'luxury': 0.34765625, 'brightness': 0.1484375, 'condition': 0.53125}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0030.jpg;bedroom;no;yes;used;20332918_835534aec1.jpg;raw_data/suumo_images/20332918/20332918_835534aec1.jpg;1;bedroom;{'luxury': 0.24609375, 'brightness': 0.1484375, 'condition': 0.5}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0029.jpg;kitchen;no;yes;new;20332918_99b4aefcf8.jpg;raw_data/suumo_images/20332918/20332918_99b4aefcf8.jpg;1;kitchen;{'luxury': 0.4375, 'brightness': 0.12109375, 'condition': 0.5}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0033.jpg;living room;yes;yes;new;20332918_a1644106b2.jpg;raw_data/suumo_images/20332918/20332918_a1644106b2.jpg;1;bedroom;{'luxury': 0.29296875, 'brightness': 0.18359375, 'condition': 0.5625}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0034.jpg;kitchen;yes;no;new;20332918_39a831e6cc.jpg;raw_data/suumo_images/20332918/20332918_39a831e6cc.jpg;1;kitchen;{'luxury': 0.5, 'brightness': 0.203125, 'condition': 0.46875}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0037.jpg;bathroom;yes;no;new;20332918_04a59560b2.jpg;raw_data/suumo_images/20332918/20332918_04a59560b2.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.07421875, 'condition': 0.4375}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0036.jpg;toilet;yes;no;new;20332918_22562b6c43.jpg;raw_data/suumo_images/20332918/20332918_22562b6c43.jpg;0;toilet;{'luxury': 0.53125, 'brightness': 0.18359375, 'condition': 0.3203125}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0038.jpg;bathroom;no;no;new;20332918_0242f64be7.jpg;raw_data/suumo_images/20332918/20332918_0242f64be7.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.0859375, 'condition': 0.3203125}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0042.jpg;exterior;;;;20332918_4e55a40c78.jpg;raw_data/suumo_images/20332918/20332918_4e55a40c78.jpg;1;kitchen;{'luxury': 0.22265625, 'brightness': 0.73046875, 'condition': 0.6796875}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0016.jpg;computer image;;;;20332918_4e87aaec94.jpg;raw_data/suumo_images/20332918/20332918_4e87aaec94.jpg;1;kitchen;{'luxury': 0.34765625, 'brightness': 0.92578125, 'condition': 0.8359375}
20332918;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/;https://suumo.jp/front/gazo/bukken/030/N010000/img/918/20332918/20332918_0017.jpg;computer image;;;;20332918_c885ae2f75.jpg;raw_data/suumo_images/20332918/20332918_c885ae2f75.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0040.jpg;floor plan;;;;20344616_e1954a2655.jpg;raw_data/suumo_images/20344616/20344616_e1954a2655.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0009.jpg;living room;yes;yes;new;20344616_fcaac99e85.jpg;raw_data/suumo_images/20344616/20344616_fcaac99e85.jpg;1;bedroom;{'luxury': 0.5625, 'brightness': 0.40625, 'condition': 0.46875}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0010.jpg;living room;no;yes;new;20344616_7f11c98412.jpg;raw_data/suumo_images/20344616/20344616_7f11c98412.jpg;1;bedroom;{'luxury': 0.59375, 'brightness': 0.37890625, 'condition': 0.70703125}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0017.jpg;bathroom;yes;no;new;20344616_f71e7a248a.jpg;raw_data/suumo_images/20344616/20344616_f71e7a248a.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.10546875, 'condition': 0.22265625}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0012.jpg;kitchen;yes;no;new;20344616_f504fde882.jpg;raw_data/suumo_images/20344616/20344616_f504fde882.jpg;1;kitchen;{'luxury': 0.5, 'brightness': 0.34765625, 'condition': 0.46875}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0011.jpg;living room;no;yes;new;20344616_fdaaa883ba.jpg;raw_data/suumo_images/20344616/20344616_fdaaa883ba.jpg;1;bedroom;{'luxury': 0.5, 'brightness': 0.29296875, 'condition': 0.40625}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0014.jpg;bathroom;no;no;used;20344616_14da2feba2.jpg;raw_data/suumo_images/20344616/20344616_14da2feba2.jpg;1;bathroom;{'luxury': 0.29296875, 'brightness': 0.18359375, 'condition': 0.3203125}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0016.jpg;toilet;yes;no;new;20344616_07a0cbf589.jpg;raw_data/suumo_images/20344616/20344616_07a0cbf589.jpg;1;toilet;{'luxury': 0.73046875, 'brightness': 0.04296875, 'condition': 0.203125}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0019.jpg;bedroom;no;no;used;20344616_5e7382a60d.jpg;raw_data/suumo_images/20344616/20344616_5e7382a60d.jpg;1;bedroom;{'luxury': 0.4375, 'brightness': 0.18359375, 'condition': 0.26953125}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0023.jpg;exterior;;;;20344616_223891ef52.jpg;raw_data/suumo_images/20344616/20344616_223891ef52.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20344616;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/;https://suumo.jp/front/gazo/bukken/030/N010000/img/616/20344616/20344616_0015.jpg;bathroom;no;no;used;20344616_0607f0b5d6.jpg;raw_data/suumo_images/20344616/20344616_0607f0b5d6.jpg;1;bathroom;{'luxury': 0.40625, 'brightness': 0.1328125, 'condition': 0.22265625}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0010.jpg;floor plan;;;;78385243_b7bd98e159.jpg;raw_data/suumo_images/78385243/78385243_b7bd98e159.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0012.jpg;bathroom;yes;no;used;78385243_cc505ad41b.jpg;raw_data/suumo_images/78385243/78385243_cc505ad41b.jpg;1;bathroom;{'luxury': 0.24609375, 'brightness': 0.0546875, 'condition': 0.53125}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0015.jpg;bedroom;no;yes;used;78385243_a51457fdb7.jpg;raw_data/suumo_images/78385243/78385243_a51457fdb7.jpg;1;bedroom;{'luxury': 0.34765625, 'brightness': 0.18359375, 'condition': 0.5625}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0013.jpg;bathroom;yes;no;new;78385243_32b43c85fc.jpg;raw_data/suumo_images/78385243/78385243_32b43c85fc.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.10546875, 'condition': 0.46875}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0014.jpg;toilet;yes;no;new;78385243_cfea0dd11f.jpg;raw_data/suumo_images/78385243/78385243_cfea0dd11f.jpg;1;bathroom;{'luxury': 0.37890625, 'brightness': 0.05859375, 'condition': 0.18359375}
78385243;https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/;https://suumo.jp/front/gazo/bukken/030/N010000/img/243/78385243/78385243_0016.jpg;bedroom;no;yes;used;78385243_4ec2c5a0c9.jpg;raw_data/suumo_images/78385243/78385243_4ec2c5a0c9.jpg;1;bedroom;{'luxury': 0.34765625, 'brightness': 0.40625, 'condition': 0.70703125}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0003.jpg;kitchen;no;yes;used;78151350_59d7435865.jpg;raw_data/suumo_images/78151350/78151350_59d7435865.jpg;1;kitchen;{'luxury': 0.18359375, 'brightness': 0.203125, 'condition': 0.5}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0010.jpg;floor plan;;;;78151350_c92dcd4733.jpg;raw_data/suumo_images/78151350/78151350_c92dcd4733.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0011.jpg;kitchen;no;no;used;78151350_1eacda44e1.jpg;raw_data/suumo_images/78151350/78151350_1eacda44e1.jpg;1;bedroom;{'luxury': 0.37890625, 'brightness': 0.4375, 'condition': 0.6796875}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0015.jpg;bathroom;no;no;used;78151350_f089a6abcd.jpg;raw_data/suumo_images/78151350/78151350_f089a6abcd.jpg;1;bathroom;{'luxury': 0.37890625, 'brightness': 0.29296875, 'condition': 0.26953125}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0012.jpg;kitchen;no;yes;used;78151350_0fc8d11428.jpg;raw_data/suumo_images/78151350/78151350_0fc8d11428.jpg;1;kitchen;{'luxury': 0.29296875, 'brightness': 0.53125, 'condition': 0.81640625}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0013.jpg;bedroom;no;yes;used;78151350_9a0642b574.jpg;raw_data/suumo_images/78151350/78151350_9a0642b574.jpg;1;bedroom;{'luxury': 0.22265625, 'brightness': 0.37890625, 'condition': 0.5625}
78151350;https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/;https://suumo.jp/front/gazo/bukken/030/N010000/img/350/78151350/78151350_0014.jpg;toilet;yes;no;new;78151350_92df25dbe3.jpg;raw_data/suumo_images/78151350/78151350_92df25dbe3.jpg;1;bathroom;{'luxury': 0.40625, 'brightness': 0.22265625, 'condition': 0.29296875}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0022.jpg;corrupted;;;;20198657_a6dd405bd3.jpg;raw_data/suumo_images/20198657/20198657_a6dd405bd3.jpg;1;living room;{'luxury': 0.8515625, 'brightness': 0.12109375, 'condition': 0.4375}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0020.jpg;living room;yes;yes;new;20198657_ffed341388.jpg;raw_data/suumo_images/20198657/20198657_ffed341388.jpg;1;living room;{'luxury': 0.5625, 'brightness': 0.12109375, 'condition': 0.40625}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0030.jpg;bedroom;yes;yes;new;20198657_caac43f50d.jpg;raw_data/suumo_images/20198657/20198657_caac43f50d.jpg;1;bedroom;{'luxury': 0.46875, 'brightness': 0.29296875, 'condition': 0.5}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0016.jpg;kitchen;yes;no;new;20198657_74a6c00573.jpg;raw_data/suumo_images/20198657/20198657_74a6c00573.jpg;1;kitchen;{'luxury': 0.34765625, 'brightness': 0.09375, 'condition': 0.5}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0031.jpg;bathroom;yes;yes;new;20198657_55d3fff672.jpg;raw_data/suumo_images/20198657/20198657_55d3fff672.jpg;1;bathroom;{'luxury': 0.4375, 'brightness': 0.07421875, 'condition': 0.1640625}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0032.jpg;bathroom;no;yes;used;20198657_275db71cb0.jpg;raw_data/suumo_images/20198657/20198657_275db71cb0.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.07421875, 'condition': 0.24609375}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0017.jpg;toilet;no;yes;used;20198657_ffe4b91000.jpg;raw_data/suumo_images/20198657/20198657_ffe4b91000.jpg;1;bathroom;{'luxury': 0.46875, 'brightness': 0.046875, 'condition': 0.22265625}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0033.jpg;kitchen;yes;yes;new;20198657_48b1ddd1ee.jpg;raw_data/suumo_images/20198657/20198657_48b1ddd1ee.jpg;1;kitchen;{'luxury': 0.37890625, 'brightness': 0.09375, 'condition': 0.4375}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0028.jpg;living room;yes;yes;new;20198657_454360f699.jpg;raw_data/suumo_images/20198657/20198657_454360f699.jpg;1;bedroom;{'luxury': 0.37890625, 'brightness': 0.24609375, 'condition': 0.40625}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0035.jpg;floor plan;;;;20198657_7dcb69c5dc.jpg;raw_data/suumo_images/20198657/20198657_7dcb69c5dc.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20198657;https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/;https://suumo.jp/front/gazo/bukken/030/N010000/img/657/20198657/20198657_0005.jpg;toilet;yes;no;new;20198657_697659a831.jpg;raw_data/suumo_images/20198657/20198657_697659a831.jpg;0;toilet;{'luxury': 0.65234375, 'brightness': 0.5625, 'condition': 0.46875}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0006.jpg;floor plan;;;;20293606_d89ff4a472.jpg;raw_data/suumo_images/20293606/20293606_d89ff4a472.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0007.jpg;living room;no;yes;used;20293606_956796e8c8.jpg;raw_data/suumo_images/20293606/20293606_956796e8c8.jpg;1;bedroom;{'luxury': 0.22265625, 'brightness': 0.29296875, 'condition': 0.62109375}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0011.jpg;bathroom;no;no;used;20293606_5f14fe6d74.jpg;raw_data/suumo_images/20293606/20293606_5f14fe6d74.jpg;1;bathroom;{'luxury': 0.5, 'brightness': 0.04296875, 'condition': 0.12109375}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0010.jpg;kitchen;no;no;used;20293606_8b5f713ede.jpg;raw_data/suumo_images/20293606/20293606_8b5f713ede.jpg;1;kitchen;{'luxury': 0.3203125, 'brightness': 0.26953125, 'condition': 0.26953125}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0012.jpg;toilet;no;no;used;20293606_76f08a35c9.jpg;raw_data/suumo_images/20293606/20293606_76f08a35c9.jpg;0;toilet;{'luxury': 0.26953125, 'brightness': 0.29296875, 'condition': 0.26953125}
20293606;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/;https://suumo.jp/front/gazo/bukken/030/N010000/img/606/20293606/20293606_0008.jpg;bedroom;no;no;used;20293606_51911d02eb.jpg;raw_data/suumo_images/20293606/20293606_51911d02eb.jpg;1;bedroom;{'luxury': 0.26953125, 'brightness': 0.0390625, 'condition': 0.1484375}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0044.jpg;living room;yes;yes;new;20319433_7eb4fdd497.jpg;raw_data/suumo_images/20319433/20319433_7eb4fdd497.jpg;1;kitchen;{'luxury': 0.4375, 'brightness': 0.26953125, 'condition': 0.59375}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0045.jpg;living room;no;yes;used;20319433_2a6efde9f6.jpg;raw_data/suumo_images/20319433/20319433_2a6efde9f6.jpg;1;living room;{'luxury': 0.46875, 'brightness': 0.1484375, 'condition': 0.46875}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0004.jpg;floor plan;;;;20319433_7085285ff1.jpg;raw_data/suumo_images/20319433/20319433_7085285ff1.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0050.jpg;kitchen;yes;no;new;20319433_34b80e5ff7.jpg;raw_data/suumo_images/20319433/20319433_34b80e5ff7.jpg;1;kitchen;{'luxury': 0.5625, 'brightness': 0.203125, 'condition': 0.4375}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0057.jpg;kitchen;yes;yes;new;20319433_d86c634699.jpg;raw_data/suumo_images/20319433/20319433_d86c634699.jpg;1;kitchen;{'luxury': 0.59375, 'brightness': 0.24609375, 'condition': 0.5625}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0053.jpg;bathroom;no;no;used;20319433_cede16370d.jpg;raw_data/suumo_images/20319433/20319433_cede16370d.jpg;1;bathroom;{'luxury': 0.53125, 'brightness': 0.0546875, 'condition': 0.1484375}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0051.jpg;bathroom;no;yes;new;20319433_379d173797.jpg;raw_data/suumo_images/20319433/20319433_379d173797.jpg;1;bathroom;{'luxury': 0.34765625, 'brightness': 0.29296875, 'condition': 0.62109375}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0052.jpg;toilet;no;no;new;20319433_40b425876a.jpg;raw_data/suumo_images/20319433/20319433_40b425876a.jpg;0;toilet;{'luxury': 0.5, 'brightness': 0.09375, 'condition': 0.26953125}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0055.jpg;entry outside;;;;20319433_0582a3bd42.jpg;raw_data/suumo_images/20319433/20319433_0582a3bd42.jpg;1;floor plan;{'luxury': -1000, 'brightness': -1000, 'condition': -1000}
20319433;https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/;https://suumo.jp/front/gazo/bukken/030/N010000/img/433/20319433/20319433_0054.jpg;entry inside;;;;20319433_8542d7a11e.jpg;raw_data/suumo_images/20319433/20319433_8542d7a11e.jpg;1;bathroom;{'luxury': 0.53125, 'brightness': 0.18359375, 'condition': 0.46875}
